index,split,sequence,frame,image,steering,referenceYRatio,laneWidthPriorPx,imageWidth,imageHeight,status,eY,eyQuality,referenceY,imageCenterX,leftX,rightX,laneCenterX,laneWidthPx,inferredLaneWidthPx,yellowRunCount,leftRun,rightRun,yellowRunsJson,preview
1858,train,25茂华,16,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\16_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3035738468170166,0.6,259,320.0,17.34503173828125,428.3677062988281,222.8563690185547,411.0226745605469,411.0226745605469,1,,,"[[393, 463]]",
1859,train,25茂华,16,E:\桌面\v-Net\dataset\26合并\25茂华\2\2\16_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.23284382820129396,0.6,259,320.0,39.9786376953125,451.0013122558594,245.48997497558594,411.0226745605469,411.0226745605469,1,,,"[[416, 486]]",
1860,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (13)\17_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.32056612968444825,0.6,259,320.0,11.907501220703125,422.93017578125,217.41883850097656,411.0226745605469,411.0226745605469,1,,,"[[388, 458]]",
1861,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (15)\17_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.22123408317565918,0.6,259,320.0,43.693756103515625,454.7164306640625,249.20509338378906,411.0226745605469,411.0226745605469,1,,,"[[419, 490]]",
1862,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (17)\17_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3610241413116455,0.6,259,320.0,0.0,408.9445495605469,204.47227478027344,408.9445495605469,411.0226745605469,1,,,"[[373, 445]]",
1863,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (18)\17_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.34201607704162595,0.6,259,320.0,5.04351806640625,416.0661926269531,210.5548553466797,411.0226745605469,411.0226745605469,1,,,"[[381, 452]]",
1864,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (2)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3436290264129639,0.6,259,320.0,4.527374267578125,415.550048828125,210.03871154785156,411.0226745605469,411.0226745605469,1,,,"[[379, 452]]",
1865,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3582455635070801,0.6,259,320.0,0.0,410.72283935546875,205.36141967773438,410.72283935546875,411.0226745605469,1,,,"[[374, 447]]",
1866,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (4)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3286468982696533,0.6,259,320.0,9.3216552734375,420.3443298339844,214.83299255371094,411.0226745605469,411.0226745605469,1,,,"[[383, 457]]",
1867,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (5)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3719128131866455,0.6,259,320.0,0.0,401.9757995605469,200.98789978027344,401.9757995605469,411.0226745605469,1,,,"[[366, 438]]",
1868,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (6)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3499870777130127,0.6,259,320.0,2.4927978515625,413.5154724121094,208.00413513183594,411.0226745605469,411.0226745605469,1,,,"[[377, 450]]",
1869,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (7)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.36763863563537597,0.6,259,320.0,0.0,404.7112731933594,202.3556365966797,404.7112731933594,411.0226745605469,1,,,"[[368, 441]]",
1870,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (8)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2964367389678955,0.6,259,320.0,19.62890625,430.6515808105469,225.14024353027344,411.0226745605469,411.0226745605469,1,,,"[[394, 467]]",
1871,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3654644012451172,0.6,259,320.0,0.0,406.102783203125,203.0513916015625,406.102783203125,411.0226745605469,1,,,"[[370, 443]]",
1872,train,25茂华,17,E:\桌面\v-Net\dataset\26合并\25茂华\2\2\17_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.29834704399108886,0.6,259,320.0,19.017608642578125,430.040283203125,224.52894592285156,411.0226745605469,411.0226745605469,1,,,"[[393, 467]]",
1873,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (10)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.4125083923339844,0.6,259,320.0,0.0,375.99462890625,187.997314453125,375.99462890625,411.0226745605469,1,,,"[[338, 414]]",
1874,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (12)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3729417324066162,0.6,259,320.0,0.0,401.3172912597656,200.6586456298828,401.3172912597656,411.0226745605469,1,,,"[[365, 438]]",
1875,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (13)\18_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3135007381439209,0.6,259,320.0,14.168426513671875,425.19110107421875,219.6797637939453,411.0226745605469,411.0226745605469,1,,,"[[391, 461]]",
1876,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (14)\18_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3414191722869873,0.6,259,320.0,5.234527587890625,416.2572021484375,210.74586486816406,411.0226745605469,411.0226745605469,1,,,"[[380, 453]]",
1877,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (16)\18_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.34139437675476075,0.6,259,320.0,5.242462158203125,416.26513671875,210.75379943847656,411.0226745605469,411.0226745605469,1,,,"[[380, 454]]",
1878,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (17)\18_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3597757816314697,0.6,259,320.0,0.0,409.7434997558594,204.8717498779297,409.7434997558594,411.0226745605469,1,,,"[[374, 446]]",
1879,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (18)\18_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.33727564811706545,0.6,259,320.0,6.560455322265625,417.5831298828125,212.07179260253906,411.0226745605469,411.0226745605469,1,,,"[[382, 454]]",
1880,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (2)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.36883249282836916,0.6,259,320.0,0.0,403.94720458984375,201.97360229492188,403.94720458984375,411.0226745605469,1,,,"[[367, 441]]",
1881,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3766446590423584,0.6,259,320.0,0.0,398.9474182128906,199.4737091064453,398.9474182128906,411.0226745605469,1,,,"[[361, 437]]",
1882,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (4)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.36342391967773435,0.6,259,320.0,0.0,407.40869140625,203.704345703125,407.40869140625,411.0226745605469,1,,,"[[369, 446]]",
1883,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (6)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3732276916503906,0.6,259,320.0,0.0,401.13427734375,200.567138671875,401.13427734375,411.0226745605469,1,,,"[[363, 439]]",
1884,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (7)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3847211360931396,0.6,259,320.0,0.0,393.7784729003906,196.8892364501953,393.7784729003906,411.0226745605469,1,,,"[[357, 431]]",
1885,train,25茂华,18,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (8)\18_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3341060161590576,0.6,259,320.0,7.574737548828125,418.597412109375,213.08607482910156,411.0226745605469,411.0226745605469,1,,,"[[381, 456]]",
1886,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (10)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.4218320846557617,0.6,259,320.0,0.0,370.0274658203125,185.01373291015625,370.0274658203125,411.0226745605469,1,,,"[[331, 409]]",
1887,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (11)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2781792163848877,0.6,259,320.0,25.4713134765625,436.4939880371094,230.98265075683594,411.0226745605469,411.0226745605469,1,,,"[[400, 473]]",
1888,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (12)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.37263174057006837,0.6,259,320.0,0.0,401.51568603515625,200.75784301757812,401.51568603515625,411.0226745605469,1,,,"[[365, 438]]",
1889,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (15)\19_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2090991497039795,0.6,259,320.0,47.576934814453125,458.599609375,253.08827209472656,411.0226745605469,411.0226745605469,1,,,"[[422, 495]]",
1890,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (16)\19_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3524631023406982,0.6,259,320.0,1.700469970703125,412.72314453125,207.21180725097656,411.0226745605469,411.0226745605469,1,,,"[[374, 451]]",
1891,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (17)\19_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3495481967926025,0.6,259,320.0,2.63323974609375,413.6559143066406,208.1445770263672,411.0226745605469,411.0226745605469,1,,,"[[377, 450]]",
1892,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (18)\19_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.32601141929626465,0.6,259,320.0,10.165008544921875,421.18768310546875,215.6763458251953,411.0226745605469,411.0226745605469,1,,,"[[384, 458]]",
1893,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (2)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3742739200592041,0.6,259,320.0,0.0,400.4646911621094,200.2323455810547,400.4646911621094,411.0226745605469,1,,,"[[362, 439]]",
1894,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3829016208648682,0.6,259,320.0,0.0,394.9429626464844,197.4714813232422,394.9429626464844,411.0226745605469,1,,,"[[357, 433]]",
1895,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (5)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3644350528717041,0.6,259,320.0,0.0,406.7615661621094,203.3807830810547,406.7615661621094,411.0226745605469,1,,,"[[369, 444]]",
1896,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (6)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.37826123237609866,0.6,259,320.0,0.0,397.9128112792969,198.95640563964844,397.9128112792969,411.0226745605469,1,,,"[[359, 437]]",
1897,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (7)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3938727855682373,0.6,259,320.0,0.0,387.9214172363281,193.96070861816406,387.9214172363281,411.0226745605469,1,,,"[[349, 426]]",
1898,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (8)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.34863553047180174,0.6,259,320.0,2.92529296875,413.9479675292969,208.43663024902344,411.0226745605469,411.0226745605469,1,,,"[[375, 453]]",
1899,train,25茂华,19,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\19_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3903691291809082,0.6,259,320.0,0.0,390.16375732421875,195.08187866210938,390.16375732421875,411.0226745605469,1,,,"[[352, 429]]",
1900,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (11)\20_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.25879855155944825,0.6,259,320.0,31.673126220703125,442.69580078125,237.18446350097656,411.0226745605469,411.0226745605469,1,,,"[[407, 479]]",
1901,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (13)\20_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.28123698234558103,0.6,259,320.0,24.492828369140625,435.5155029296875,230.00416564941406,411.0226745605469,411.0226745605469,1,,,"[[400, 472]]",
1902,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (14)\20_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.31403117179870604,0.6,259,320.0,13.998687744140625,425.0213623046875,219.51002502441406,411.0226745605469,411.0226745605469,1,,,"[[389, 462]]",
1903,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (15)\20_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.194752836227417,0.6,259,320.0,52.167755126953125,463.1904296875,257.67909240722656,411.0226745605469,411.0226745605469,1,,,"[[426, 501]]",
1904,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (17)\20_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3270401477813721,0.6,259,320.0,9.8358154296875,420.8584899902344,215.34715270996094,411.0226745605469,411.0226745605469,1,,,"[[385, 457]]",
1905,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (18)\20_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.31190037727355957,0.6,259,320.0,14.6805419921875,425.7032165527344,220.19187927246094,411.0226745605469,411.0226745605469,1,,,"[[389, 463]]",
1906,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (2)\20_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.37234983444213865,0.6,259,320.0,0.0,401.69610595703125,200.84805297851562,401.69610595703125,411.0226745605469,1,,,"[[363, 440]]",
1907,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\20_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3823427200317383,0.6,259,320.0,0.0,395.3006591796875,197.65032958984375,395.3006591796875,411.0226745605469,1,,,"[[357, 434]]",
1908,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (6)\20_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3786076545715332,0.6,259,320.0,0.0,397.69110107421875,198.84555053710938,397.69110107421875,411.0226745605469,1,,,"[[359, 437]]",
1909,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (7)\20_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3927407741546631,0.6,259,320.0,0.0,388.6459045410156,194.3229522705078,388.6459045410156,411.0226745605469,1,,,"[[351, 428]]",
1910,train,25茂华,20,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\20_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.38877215385437014,0.6,259,320.0,0.0,391.1858215332031,195.59291076660156,391.1858215332031,411.0226745605469,1,,,"[[353, 430]]",
1911,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (12)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.332537317276001,0.6,259,320.0,8.07672119140625,419.0993957519531,213.5880584716797,411.0226745605469,411.0226745605469,1,,,"[[382, 456]]",
1912,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (13)\21_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.25637478828430177,0.6,259,320.0,32.44873046875,443.4714050292969,237.96006774902344,411.0226745605469,411.0226745605469,1,,,"[[407, 480]]",
1913,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (15)\21_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.17895007133483887,0.6,259,320.0,57.224639892578125,468.247314453125,262.73597717285156,411.0226745605469,411.0226745605469,1,,,"[[431, 506]]",
1914,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (16)\21_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.34390549659729003,0.6,259,320.0,4.43890380859375,415.4615783691406,209.9502410888672,411.0226745605469,411.0226745605469,1,,,"[[377, 454]]",
1915,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (17)\21_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.30503134727478026,0.6,259,320.0,16.878631591796875,427.90130615234375,222.3899688720703,411.0226745605469,411.0226745605469,1,,,"[[391, 465]]",
1916,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (18)\21_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2978783130645752,0.6,259,320.0,19.1676025390625,430.1902770996094,224.67893981933594,411.0226745605469,411.0226745605469,1,,,"[[393, 467]]",
1917,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (2)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.36852245330810546,0.6,259,320.0,0.0,404.1456298828125,202.07281494140625,404.1456298828125,411.0226745605469,1,,,"[[366, 442]]",
1918,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.38381233215332033,0.6,259,320.0,0.0,394.360107421875,197.1800537109375,394.360107421875,411.0226745605469,1,,,"[[355, 433]]",
1919,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (4)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3668872833251953,0.6,259,320.0,0.0,405.192138671875,202.5960693359375,405.192138671875,411.0226745605469,1,,,"[[366, 444]]",
1920,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (6)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3767984390258789,0.6,259,320.0,0.0,398.8489990234375,199.42449951171875,398.8489990234375,411.0226745605469,1,,,"[[360, 438]]",
1921,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (7)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.390806770324707,0.6,259,320.0,0.0,389.8836669921875,194.94183349609375,389.8836669921875,411.0226745605469,1,,,"[[351, 429]]",
1922,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (8)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.345485258102417,0.6,259,320.0,3.933380126953125,414.9560546875,209.44471740722656,411.0226745605469,411.0226745605469,1,,,"[[376, 454]]",
1923,train,25茂华,21,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\21_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.39288129806518557,0.6,259,320.0,0.0,388.55596923828125,194.27798461914062,388.55596923828125,411.0226745605469,1,,,"[[350, 427]]",
1924,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (10)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.4113567352294922,0.6,259,320.0,0.0,376.731689453125,188.3658447265625,376.731689453125,411.0226745605469,1,,,"[[338, 415]]",
1925,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (11)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.22013344764709472,0.6,259,320.0,44.04595947265625,455.0686340332031,249.5572967529297,411.0226745605469,411.0226745605469,1,,,"[[417, 493]]",
1926,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (13)\22_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.23874983787536622,0.6,259,320.0,38.088714599609375,449.11138916015625,243.6000518798828,411.0226745605469,411.0226745605469,1,,,"[[412, 486]]",
1927,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (17)\22_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2900079250335693,0.6,259,320.0,21.686126708984375,432.70880126953125,227.1974639892578,411.0226745605469,411.0226745605469,1,,,"[[396, 470]]",
1928,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3770771503448486,0.6,259,320.0,0.0,398.6706237792969,199.33531188964844,398.6706237792969,411.0226745605469,1,,,"[[360, 438]]",
1929,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (4)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.359863805770874,0.6,259,320.0,0.0,409.6871643066406,204.8435821533203,409.6871643066406,411.0226745605469,1,,,"[[370, 449]]",
1930,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (5)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.31317963600158694,0.6,259,320.0,14.27117919921875,425.2938537597656,219.7825164794922,411.0226745605469,411.0226745605469,1,,,"[[389, 462]]",
1931,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (7)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.38509979248046877,0.6,259,320.0,0.0,393.5361328125,196.76806640625,393.5361328125,411.0226745605469,1,,,"[[355, 432]]",
1932,train,25茂华,22,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\22_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3848012924194336,0.6,259,320.0,0.0,393.7271728515625,196.86358642578125,393.7271728515625,411.0226745605469,1,,,"[[355, 432]]",
1933,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (10)\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.40434775352478025,0.6,259,320.0,0.0,381.2174377441406,190.6087188720703,381.2174377441406,411.0226745605469,1,,,"[[342, 420]]",
1934,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (11)\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.21399569511413574,0.6,259,320.0,46.010040283203125,457.03271484375,251.52137756347656,411.0226745605469,411.0226745605469,1,,,"[[421, 494]]",
1935,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (14)\23_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.27819371223449707,0.6,259,320.0,25.4666748046875,436.4893493652344,230.97801208496094,411.0226745605469,411.0226745605469,1,,,"[[399, 474]]",
1936,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (15)\23_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.17242274284362794,0.6,259,320.0,59.313385009765625,470.3360595703125,264.82472229003906,411.0226745605469,411.0226745605469,1,,,"[[432, 509]]",
1937,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (18)\23_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.27057662010192873,0.6,259,320.0,27.904144287109375,438.92681884765625,233.4154815673828,411.0226745605469,411.0226745605469,1,,,"[[402, 476]]",
1938,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (3)\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.37423033714294435,0.6,259,320.0,0.0,400.4925842285156,200.2462921142578,400.4925842285156,411.0226745605469,1,,,"[[361, 439]]",
1939,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (5)\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2939116954803467,0.6,259,320.0,20.436920166015625,431.4595947265625,225.94825744628906,411.0226745605469,411.0226745605469,1,,,"[[395, 468]]",
1940,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (8)\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3521596431732178,0.6,259,320.0,1.797576904296875,412.82025146484375,207.3089141845703,411.0226745605469,411.0226745605469,1,,,"[[374, 452]]",
1941,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (9)\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.37735595703125,0.6,259,320.0,0.0,398.4921875,199.24609375,398.4921875,411.0226745605469,1,,,"[[360, 437]]",
1942,train,25茂华,23,E:\桌面\v-Net\dataset\26合并\25茂华\2\2\23_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.3363654613494873,0.6,259,320.0,6.851715087890625,417.8743896484375,212.36305236816406,411.0226745605469,411.0226745605469,1,,,"[[379, 457]]",
1943,train,25茂华,24,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (11)\24_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.19864134788513182,0.6,259,320.0,50.923431396484375,461.94610595703125,256.4347686767578,411.0226745605469,411.0226745605469,1,,,"[[425, 499]]",
1944,train,25茂华,24,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (12)\24_1.4700.jpg,1.47,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2904374599456787,0.6,259,320.0,21.548675537109375,432.57135009765625,227.0600128173828,411.0226745605469,411.0226745605469,1,,,"[[396, 469]]",
1945,train,25茂华,24,E:\桌面\v-Net\dataset\26合并\25茂华\2\2 (13)\24_1.4800.jpg,1.48,0.54,411.0226745605469,640,480,inferred_missing_left,-0.21470131874084472,0.6,259,320.0,45.78424072265625,456.8069152832031,251.2955780029297,411.0226745605469,411.0226745605469,1,,,"[[420, 494]]",
